Filename,Turbine ID,Datetime,Bin1 Power,Bin2 Power,Bin3 Power
2024-08-10 14_29_53.773959Windrover.wav,soundfiles,2024-08-10 14:29:53.773959,-65.28400694747839,-87.64845302231126,-99.14543454231219
2024-08-10 15_29_48.903944Windrover.wav,soundfiles,2024-08-10 15:29:48.903944,-49.89769812764487,-78.94852467002568,-97.96218105499781
2024-08-10 16_29_47.841942Windrover.wav,soundfiles,2024-08-10 16:29:47.841942,-55.44736928040837,-79.1783932857717,-90.34562639580118
2024-08-10 17_29_48.020661Windrover.wav,soundfiles,2024-08-10 17:29:48.020661,-56.618278514179025,-82.13276181568716,-99.81497600833706
2024-08-10 18_29_48.402972Windrover.wav,soundfiles,2024-08-10 18:29:48.402972,-61.90705785152175,-82.68310285475721,-99.67094175535463
2024-08-10 19_29_52.260778Windrover.wav,soundfiles,2024-08-10 19:29:52.260778,-59.65412704895229,-82.01089142680532,-100.47243763525054
2024-08-10 20_29_52.619070Windrover.wav,soundfiles,2024-08-10 20:29:52.619070,-61.99146519072055,-85.91758261786393,-100.67181249410767
2024-08-10 21_29_52.196369Windrover.wav,soundfiles,2024-08-10 21:29:52.196369,-67.30820522056119,-89.6265696190916,-100.78467994900778
2024-08-10 22_29_46.707371Windrover.wav,soundfiles,2024-08-10 22:29:46.707371,-61.97156206864196,-85.82282730691902,-100.54813437899604
2024-08-10 23_29_47.024787Windrover.wav,soundfiles,2024-08-10 23:29:47.024787,-61.106556519437746,-83.84616690632599,-90.09094264147245
2024-08-11 00_29_45.956496Windrover.wav,soundfiles,2024-08-11 00:29:45.956496,-60.444166467017986,-84.44014057923667,-100.46394066655019
2024-08-11 01_29_51.282420Windrover.wav,soundfiles,2024-08-11 01:29:51.282420,-59.19647144091102,-84.22987020899151,-90.3286190814184
2024-08-11 02_29_45.622833Windrover.wav,soundfiles,2024-08-11 02:29:45.622833,-60.86498128973504,-84.51300872744451,-100.52994973408694
2024-08-11 03_29_51.237066Windrover.wav,soundfiles,2024-08-11 03:29:51.237066,-59.27800658358234,-81.74413922531578,-90.21537602373242
2024-08-11 04_30_22.556056Windrover.wav,soundfiles,2024-08-11 04:30:22.556056,-60.12926433454901,-84.40857326082686,-100.47193742710996
2024-08-11 05_29_50.416896Windrover.wav,soundfiles,2024-08-11 05:29:50.416896,-61.965639443672806,-85.10373055813562,-100.23670985764068
2024-08-11 06_30_17.222934Windrover.wav,soundfiles,2024-08-11 06:30:17.222934,-61.90333585250965,-85.57603868827894,-98.4132123188173
2024-08-11 07_29_44.462755Windrover.wav,soundfiles,2024-08-11 07:29:44.462755,-58.60360663296674,-83.56918867210953,-95.17154277228478
2024-08-11 08_29_43.939863Windrover.wav,soundfiles,2024-08-11 08:29:43.939863,-50.51524291157668,-79.94033366191161,-98.34946364689509
2024-08-11 09_30_16.553034Windrover.wav,soundfiles,2024-08-11 09:30:16.553034,-56.05701803740697,-80.40121347207106,-99.06599100534845
2024-08-11 10_29_49.233078Windrover.wav,soundfiles,2024-08-11 10:29:49.233078,-44.21630189920752,-74.27924385821822,-95.01878859928807
2024-08-11 11_30_15.997068Windrover.wav,soundfiles,2024-08-11 11:30:15.997068,-47.943449574389376,-78.2825018435037,-97.16043948067787
2024-08-11 12_29_48.072672Windrover.wav,soundfiles,2024-08-11 12:29:48.072672,-68.32954358578309,-86.1565455599249,-98.10299372598004
2024-08-11 13_29_42.546887Windrover.wav,soundfiles,2024-08-11 13:29:42.546887,-54.791491771474305,-82.78954540053917,-97.33029700571669
2024-08-11 14_29_43.575101Windrover.wav,soundfiles,2024-08-11 14:29:43.575101,-48.82093259629998,-78.15185985916486,-89.6613284528239
2024-08-11 15_29_42.954207Windrover.wav,soundfiles,2024-08-11 15:29:42.954207,-51.32780276553621,-80.39106592907005,-98.5496818103068
2024-08-11 16_29_47.761869Windrover.wav,soundfiles,2024-08-11 16:29:47.761869,-52.08018046248132,-80.80326790060859,-96.74215427997758
2024-08-11 17_29_47.474690Windrover.wav,soundfiles,2024-08-11 17:29:47.474690,-59.97359494835288,-80.84517766307144,-99.51881042270928
2024-08-11 18_29_43.078459Windrover.wav,soundfiles,2024-08-11 18:29:43.078459,-56.794900750651024,-83.22249511614315,-99.69841148869025
2024-08-11 19_29_47.114533Windrover.wav,soundfiles,2024-08-11 19:29:47.114533,-57.29615960958326,-80.84347880168188,-99.67570436527866
2024-08-11 20_30_14.136488Windrover.wav,soundfiles,2024-08-11 20:30:14.136488,-52.16958866619795,-83.09293188975735,-98.48573937970913
2024-08-11 21_29_40.891216Windrover.wav,soundfiles,2024-08-11 21:29:40.891216,-61.43496990224844,-85.89957941476696,-100.6648208164066
2024-08-11 22_29_41.026634Windrover.wav,soundfiles,2024-08-11 22:29:41.026634,-61.43630795279059,-85.49741929379755,-100.63796429273742
2024-08-11 23_29_40.407827Windrover.wav,soundfiles,2024-08-11 23:29:40.407827,-60.650796932588065,-83.62686927144195,-90.20756860329001
2024-08-12 00_29_45.688618Windrover.wav,soundfiles,2024-08-12 00:29:45.688618,-58.15548737707542,-83.4651825586765,-100.37018390570546
2024-08-12 01_29_39.873043Windrover.wav,soundfiles,2024-08-12 01:29:39.873043,-61.54542955545304,-86.86019608385207,-100.21447869867579
2024-08-12 02_29_45.560673Windrover.wav,soundfiles,2024-08-12 02:29:45.560673,-62.08478840922348,-85.14869348081609,-100.56889043425683
2024-08-12 03_30_12.835191Windrover.wav,soundfiles,2024-08-12 03:30:12.835191,-58.25869775714093,-85.10518010989897,-100.63370807462209
2024-08-12 04_29_40.096909Windrover.wav,soundfiles,2024-08-12 04:29:40.096909,-58.73317833040194,-86.16744320936219,-100.61583230642648
2024-08-12 05_29_44.267376Windrover.wav,soundfiles,2024-08-12 05:29:44.267376,-63.64847919144491,-87.29747647316728,-100.350195141205
2024-08-12 06_29_39.624424Windrover.wav,soundfiles,2024-08-12 06:29:39.624424,-61.96299946136003,-84.05371379838799,-90.11620299403823
2024-08-12 07_29_38.861085Windrover.wav,soundfiles,2024-08-12 07:29:38.861085,-54.379853899939086,-81.28422044499754,-98.67515776162622
2024-08-12 08_29_39.789127Windrover.wav,soundfiles,2024-08-12 08:29:39.789127,-55.703707096704264,-82.58689376960288,-95.68783304052997
2024-08-12 09_29_38.122609Windrover.wav,soundfiles,2024-08-12 09:29:38.122609,-55.272123537763264,-83.958821286362,-98.49455240502876
2024-08-12 10_29_37.962540Windrover.wav,soundfiles,2024-08-12 10:29:37.962540,-57.29363047211551,-83.1085979652492,-99.31108790886734
2024-08-12 11_29_38.138188Windrover.wav,soundfiles,2024-08-12 11:29:38.138188,-57.5994805924362,-78.98250531936903,-89.99865622491795
2024-08-12 12_30_14.538143Windrover.wav,soundfiles,2024-08-12 12:30:14.538143,-47.35092136250897,-77.48620664097838,-96.56101711969575
2024-08-12 14_29_43.553404Windrover.wav,soundfiles,2024-08-12 14:29:43.553404,-50.60448365222675,-79.83433931983774,-97.85863624916375
2024-08-12 15_29_36.955820Windrover.wav,soundfiles,2024-08-12 15:29:36.955820,-58.66387615973367,-82.66476350787482,-90.17222896896611
2024-08-12 16_29_36.976592Windrover.wav,soundfiles,2024-08-12 16:29:36.976592,-56.77718030923393,-80.11764711966035,-89.70000620345968
2024-08-12 17_29_36.415937Windrover.wav,soundfiles,2024-08-12 17:29:36.415937,-56.034977860993926,-83.46424245928111,-99.91183586836743
2024-08-12 18_30_07.134535Windrover.wav,soundfiles,2024-08-12 18:30:07.134535,-60.44305994185968,-84.47000083739498,-95.69586231111303
2024-08-12 19_30_08.387689Windrover.wav,soundfiles,2024-08-12 19:30:08.387689,-57.7083872505237,-85.50332860701516,-100.75189741818033
2024-08-12 20_29_35.896708Windrover.wav,soundfiles,2024-08-12 20:29:35.896708,-56.83500891772358,-82.05559359419979,-100.3670697495833
2024-08-12 21_29_35.722207Windrover.wav,soundfiles,2024-08-12 21:29:35.722207,-60.120951686601806,-84.24282372714896,-100.58737004481884
2024-08-12 22_29_41.096035Windrover.wav,soundfiles,2024-08-12 22:29:41.096035,-68.42213141479345,-95.3055704591475,-100.73667576787335
2024-08-12 23_29_35.841871Windrover.wav,soundfiles,2024-08-12 23:29:35.841871,-74.0629164828155,-95.5431838081725,-100.84588345049967
2024-08-13 00_29_39.542472Windrover.wav,soundfiles,2024-08-13 00:29:39.542472,-61.2927548793644,-87.0393848477368,-90.30279121164206
2024-08-13 01_29_40.554566Windrover.wav,soundfiles,2024-08-13 01:29:40.554566,-73.45362117088645,-96.38284801674642,-100.86687577359231
2024-08-13 02_29_39.368408Windrover.wav,soundfiles,2024-08-13 02:29:39.368408,-73.02923424233083,-96.2426890574533,-100.57104846246885
2024-08-13 03_29_34.421055Windrover.wav,soundfiles,2024-08-13 03:29:34.421055,-69.41044247963576,-88.11033447553184,-90.07953413192509
2024-08-13 04_29_34.305705Windrover.wav,soundfiles,2024-08-13 04:29:34.305705,-61.020395384830515,-84.39399341513025,-90.24704191896069
2024-08-13 05_29_38.915752Windrover.wav,soundfiles,2024-08-13 05:29:38.915752,-61.783074113559415,-85.88855141629804,-100.50387093716651
2024-08-13 06_29_34.118295Windrover.wav,soundfiles,2024-08-13 06:29:34.118295,-61.02246675897086,-85.35087853759221,-99.63516096856046
2024-08-13 07_30_09.059873Windrover.wav,soundfiles,2024-08-13 07:30:09.059873,-59.76745683544465,-84.7474510569826,-98.63951156523177
2024-08-13 08_29_32.791415Windrover.wav,soundfiles,2024-08-13 08:29:32.791415,-56.93661843189251,-81.90585050061975,-89.90002540441216
2024-08-13 09_29_37.605304Windrover.wav,soundfiles,2024-08-13 09:29:37.605304,-54.36577805474191,-80.20587536389151,-89.8187493412641
2024-08-13 10_29_37.256954Windrover.wav,soundfiles,2024-08-13 10:29:37.256954,-58.71725330626841,-84.19182789900178,-99.29121859247594
2024-08-13 11_29_32.500650Windrover.wav,soundfiles,2024-08-13 11:29:32.500650,-59.5497119229923,-83.2189588359749,-90.69784374206142
2024-08-13 12_29_32.111095Windrover.wav,soundfiles,2024-08-13 12:29:32.111095,-58.042733134763374,-79.39331056313213,-98.17349999155039
2024-08-13 13_30_04.789568Windrover.wav,soundfiles,2024-08-13 13:30:04.789568,-58.96669904639374,-83.1609911312078,-97.92383009987498
2024-08-13 14_29_32.284072Windrover.wav,soundfiles,2024-08-13 14:29:32.284072,-64.05158381851092,-84.14434863959464,-97.90381454045146
2024-08-13 16_30_04.002233Windrover.wav,soundfiles,2024-08-13 16:30:04.002233,-56.5564025767378,-80.1825628887,-90.01239307617767
2024-08-13 17_29_35.655512Windrover.wav,soundfiles,2024-08-13 17:29:35.655512,-59.96581943781456,-84.02082162768858,-89.93357644512218
2024-08-13 18_29_30.942987Windrover.wav,soundfiles,2024-08-13 18:29:30.942987,-59.037517518295346,-83.15445093442392,-99.69898606666439
2024-08-13 19_29_35.549397Windrover.wav,soundfiles,2024-08-13 19:29:35.549397,-57.16147504125787,-81.53172178256179,-100.52432147643407
2024-08-13 20_29_35.761689Windrover.wav,soundfiles,2024-08-13 20:29:35.761689,-56.75965793051424,-82.3683227884942,-100.5175087087572
2024-08-13 21_30_08.891053Windrover.wav,soundfiles,2024-08-13 21:30:08.891053,-60.98191199421861,-85.60963545725683,-100.67887876912053
2024-08-13 22_29_30.501285Windrover.wav,soundfiles,2024-08-13 22:29:30.501285,-61.29120089583947,-85.51414757908577,-100.73252330017809
2024-08-13 23_30_07.172565Windrover.wav,soundfiles,2024-08-13 23:30:07.172565,-59.512829324630175,-84.02504965817266,-90.18578252966478
2024-08-14 00_29_30.008732Windrover.wav,soundfiles,2024-08-14 00:29:30.008732,-58.18008524205595,-82.84688480456518,-100.56653700669648
2024-08-14 01_30_06.338382Windrover.wav,soundfiles,2024-08-14 01:30:06.338382,-61.434014582028134,-86.09736480446912,-100.68910693891314
2024-08-14 02_29_43.127349Windrover.wav,soundfiles,2024-08-14 02:29:43.127349,-57.40526666433566,-82.33971439443934,-100.49028387243376
2024-08-14 03_29_28.165192Windrover.wav,soundfiles,2024-08-14 03:29:28.165192,-58.452861679721806,-82.91427027957845,-100.50755249190516
2024-08-14 04_29_29.213492Windrover.wav,soundfiles,2024-08-14 04:29:29.213492,-59.687887076165225,-83.8410906364306,-90.25784224344125
2024-08-14 05_29_28.678775Windrover.wav,soundfiles,2024-08-14 05:29:28.678775,-57.10679486511853,-81.72265677089263,-90.0242536577168
2024-08-14 06_29_28.338009Windrover.wav,soundfiles,2024-08-14 06:29:28.338009,-61.544043306199896,-86.33418088462294,-99.54834804171567
2024-08-14 07_29_27.646617Windrover.wav,soundfiles,2024-08-14 07:29:27.646617,-58.632195812802415,-84.03170240343378,-99.25616284117245
2024-08-14 08_29_32.341294Windrover.wav,soundfiles,2024-08-14 08:29:32.341294,-56.32823151861088,-81.0402832678487,-98.93806852002484
2024-08-14 09_29_59.275236Windrover.wav,soundfiles,2024-08-14 09:29:59.275236,-64.79088296706811,-85.11007786840422,-99.42366637695443
2024-08-14 10_29_59.343321Windrover.wav,soundfiles,2024-08-14 10:29:59.343321,-61.8035117523608,-81.61860331431357,-99.4511440416679
2024-08-14 11_29_37.050402Windrover.wav,soundfiles,2024-08-14 11:29:37.050402,-59.949690606151826,-84.36523604446784,-99.03607013814344
2024-08-14 12_29_27.142675Windrover.wav,soundfiles,2024-08-14 12:29:27.142675,-52.128732132135404,-81.05803301003445,-98.14410655621218
2024-08-14 13_30_03.993856Windrover.wav,soundfiles,2024-08-14 13:30:03.993856,-59.258506512391136,-84.03081302378553,-97.9035829564676
2024-08-14 14_29_58.618565Windrover.wav,soundfiles,2024-08-14 14:29:58.618565,-57.52815010351437,-81.77232144365787,-98.7043792165018
2024-08-14 15_29_26.111342Windrover.wav,soundfiles,2024-08-14 15:29:26.111342,-55.12695886429229,-82.9722239598826,-98.30907780018924
2024-08-14 16_29_31.743171Windrover.wav,soundfiles,2024-08-14 16:29:31.743171,-55.47730810711164,-82.68889434423114,-90.0280584179452
2024-08-14 17_29_31.372649Windrover.wav,soundfiles,2024-08-14 17:29:31.372649,-58.536369179472516,-80.85919755932198,-99.76450442431201
2024-08-14 18_29_55.776266Windrover.wav,soundfiles,2024-08-14 18:29:55.776266,-58.483524859652746,-81.90358999391727,-98.70059696390877
2024-08-14 19_29_24.974345Windrover.wav,soundfiles,2024-08-14 19:29:24.974345,-55.222786566542766,-85.92830868918334,-100.67575516811465
2024-08-14 20_29_25.255658Windrover.wav,soundfiles,2024-08-14 20:29:25.255658,-58.447189279573465,-84.29171617625512,-89.95160142567417
2024-08-14 21_29_24.949707Windrover.wav,soundfiles,2024-08-14 21:29:24.949707,-59.8718145576565,-83.99091198556894,-90.08466256455178
2024-08-14 22_29_25.410844Windrover.wav,soundfiles,2024-08-14 22:29:25.410844,-52.69886560969826,-81.28797923341652,-90.10740519895486
2024-08-14 23_29_25.135004Windrover.wav,soundfiles,2024-08-14 23:29:25.135004,-53.45375624992042,-83.12559048096091,-100.25879468406512
2024-08-15 00_29_28.601189Windrover.wav,soundfiles,2024-08-15 00:29:28.601189,-58.15546184435986,-85.52538095237209,-96.09061600874271
2024-08-15 01_29_24.231685Windrover.wav,soundfiles,2024-08-15 01:29:24.231685,-56.81641204265531,-87.91744879555176,-99.64353604203663
2024-08-15 02_29_29.361589Windrover.wav,soundfiles,2024-08-15 02:29:29.361589,-55.10935716479496,-85.1746190826891,-91.04191777737354
2024-08-15 03_29_28.737582Windrover.wav,soundfiles,2024-08-15 03:29:28.737582,-56.55059718783619,-83.6604166224765,-90.00811205552567
2024-08-15 04_30_01.844905Windrover.wav,soundfiles,2024-08-15 04:30:01.844905,-54.46833538395011,-83.8778486029277,-99.91363753873286
2024-08-15 05_29_56.181256Windrover.wav,soundfiles,2024-08-15 05:29:56.181256,-56.70044776485777,-83.87942411531519,-90.3058586002007
2024-08-15 06_29_27.343811Windrover.wav,soundfiles,2024-08-15 06:29:27.343811,-58.250369376190946,-82.66409297748788,-99.26371486533021
2024-08-15 07_29_27.385820Windrover.wav,soundfiles,2024-08-15 07:29:27.385820,-57.315505386269976,-85.2846280585448,-99.04420648623744
2024-08-15 08_29_22.804595Windrover.wav,soundfiles,2024-08-15 08:29:22.804595,-54.652269916505716,-82.32811121052309,-98.43400847309039
2024-08-15 09_29_21.566284Windrover.wav,soundfiles,2024-08-15 09:29:21.566284,-59.50751206899423,-83.68440203721897,-97.76064313225712
2024-08-15 10_29_32.144927Windrover.wav,soundfiles,2024-08-15 10:29:32.144927,-49.795480994961835,-79.85110901232581,-99.1572906623776
